Customer_Key,Customer_Name,Birth_Date,Marital_Status,Gender,Yearly_Income,Total_Children,Number_of_Children_at_Home,Education,Occupation,House_Owner,Number_of_Cars_Owned,Date_of_First_Purchase,Customer_Type,Company_Name,Country,State
11013,"Malhotra, Regina",1980-06-26 00:00:00.000,"S","F",30000,0,0,"High School","Skilled Manual","0",2,2004-01-01 00:00:00.000,"Person","","United States","California"
12550,"Sai, George",1976-07-26 00:00:00.000,"S","M",30000,0,0,"High School","Skilled Manual","1",2,2003-11-30 00:00:00.000,"Person","","United States","California"
12559,"Barnes, Dakota",1979-08-26 00:00:00.000,"M","M",30000,0,0,"High School","Skilled Manual","1",2,2004-04-14 00:00:00.000,"Person","","United States","California"
13493,"Lopez, Devin",1979-04-04 00:00:00.000,"S","M",30000,0,0,"High School","Skilled Manual","0",2,2003-09-04 00:00:00.000,"Person","","United States","California"
14258,"Sanchez, Harold",1980-10-02 00:00:00.000,"M","M",30000,0,0,"High School","Skilled Manual","1",2,2004-01-07 00:00:00.000,"Person","","United States","California"
14259,"Vazquez, Micheal",1980-08-13 00:00:00.000,"M","M",30000,0,0,"High School","Skilled Manual","1",2,2004-02-22 00:00:00.000,"Person","","United States","California"
15170,"White, Alexandra",1976-03-02 00:00:00.000,"M","F",30000,0,0,"High School","Skilled Manual","1",2,2004-05-22 00:00:00.000,"Person","","United States","California"
15171,"Jenkins, Jeremiah",1976-05-04 00:00:00.000,"S","M",30000,0,0,"High School","Skilled Manual","0",2,2004-07-08 00:00:00.000,"Person","","United States","California"
15776,"Bryant, Riley",1976-10-22 00:00:00.000,"M","F",30000,0,0,"High School","Skilled Manual","1",2,2004-06-25 00:00:00.000,"Person","","United States","California"
15777,"Guo, Jenny",1976-09-25 00:00:00.000,"S","F",30000,0,0,"High School","Skilled Manual","1",2,2003-11-23 00:00:00.000,"Person","","United States","California"
15780,"Henderson, Alexandra",1980-06-12 00:00:00.000,"M","F",30000,0,0,"High School","Skilled Manual","0",2,2004-02-27 00:00:00.000,"Person","","United States","California"
15781,"Butler, Julia",1980-02-03 00:00:00.000,"S","F",30000,0,0,"High School","Skilled Manual","1",2,2004-04-04 00:00:00.000,"Person","","United States","California"
16727,"Hall, Sophia",1980-03-26 00:00:00.000,"S","F",30000,0,0,"High School","Skilled Manual","0",2,2001-08-07 00:00:00.000,"Person","","United States","California"
16728,"Hill, Chloe",1979-03-21 00:00:00.000,"S","F",30000,0,0,"High School","Skilled Manual","1",2,2003-09-23 00:00:00.000,"Person","","United States","California"
17332,"Beck, Colleen",1976-08-05 00:00:00.000,"M","F",30000,0,0,"High School","Skilled Manual","0",2,2003-09-08 00:00:00.000,"Person","","United States","California"
17334,"Jimenez, Jaime",1980-06-12 00:00:00.000,"M","F",30000,0,0,"High School","Skilled Manual","0",2,2003-08-10 00:00:00.000,"Person","","United States","California"
17336,"Srini, Rebekah",1980-09-22 00:00:00.000,"M","F",30000,0,0,"High School","Skilled Manual","0",2,2004-04-09 00:00:00.000,"Person","","United States","California"
18327,"Diaz, Victoria",1980-02-17 00:00:00.000,"S","F",30000,0,0,"High School","Skilled Manual","0",2,2002-02-10 00:00:00.000,"Person","","United States","California"
18329,"Alexander, Jason",1979-10-13 00:00:00.000,"M","M",30000,0,0,"High School","Skilled Manual","1",2,2004-02-17 00:00:00.000,"Person","","United States","California"
169,"Rodriguez, David",1968-05-15 00:00:00.000,"S","M",80000,0,0,"Bachelors","Management","0",1,2003-07-19 00:00:00.000,"Person","","United States","California"
203,"Price, Alexia",1947-08-26 00:00:00.000,"M","F",80000,5,0,"Bachelors","Management","0",2,2004-03-18 00:00:00.000,"Person","","United States","California"
296,"Lewis, Taylor",1954-05-16 00:00:00.000,"S","F",80000,2,0,"Partial High School","Skilled Manual","1",2,2002-03-28 00:00:00.000,"Person","","United States","California"
308,"Rodriguez, Hunter",1954-11-04 00:00:00.000,"M","M",80000,2,0,"Partial High School","Skilled Manual","1",2,2002-03-07 00:00:00.000,"Person","","United States","California"
972,"Adams, Amanda",1973-09-03 00:00:00.000,"S","F",80000,0,0,"Bachelors","Management","0",1,2003-10-17 00:00:00.000,"Person","","United States","California"
1050,"Russell, Angela",1968-04-11 00:00:00.000,"S","F",80000,0,0,"Bachelors","Management","1",1,2004-02-20 00:00:00.000,"Person","","United States","California"
1983,"Patterson, Brittany",1958-05-20 00:00:00.000,"M","F",80000,1,0,"Partial College","Skilled Manual","1",1,2004-03-02 00:00:00.000,"Person","","United States","California"
2171,"Reed, Sebastian",1972-01-08 00:00:00.000,"S","M",80000,0,0,"Bachelors","Management","1",1,2003-09-29 00:00:00.000,"Person","","United States","California"
2172,"Torres, Catherine",1968-06-08 00:00:00.000,"S","F",80000,0,0,"Bachelors","Management","1",1,2003-08-03 00:00:00.000,"Person","","United States","California"
2316,"Thomas, Lucas",1954-04-03 00:00:00.000,"M","M",80000,2,0,"Partial High School","Skilled Manual","1",2,2002-08-28 00:00:00.000,"Person","","United States","California"
2317,"Rivera, Angel",1954-04-17 00:00:00.000,"M","M",80000,3,0,"Partial High School","Skilled Manual","1",2,2002-08-27 00:00:00.000,"Person","","United States","California"
2473,"Pearson, Simon",1954-08-11 00:00:00.000,"M","M",80000,2,0,"Partial High School","Skilled Manual","1",2,2003-12-26 00:00:00.000,"Person","","United States","California"
2474,"Hill, Logan",1954-03-05 00:00:00.000,"M","M",80000,3,0,"Partial High School","Skilled Manual","0",2,2003-12-11 00:00:00.000,"Person","","United States","California"
3036,"Hughes, Hunter",1973-08-02 00:00:00.000,"S","M",80000,0,0,"Bachelors","Management","1",1,2004-01-28 00:00:00.000,"Person","","United States","California"
3041,"Morris, Stephanie",1957-05-12 00:00:00.000,"S","F",80000,2,0,"Partial High School","Skilled Manual","0",2,2003-12-14 00:00:00.000,"Person","","United States","California"
3123,"Miller, Kaitlyn",1942-02-13 00:00:00.000,"M","F",80000,5,0,"Bachelors","Management","1",2,2003-10-18 00:00:00.000,"Person","","United States","California"
4161,"Van, Candace",1942-01-20 00:00:00.000,"M","F",80000,5,0,"Bachelors","Management","1",2,2004-07-31 00:00:00.000,"Person","","United States","California"
4281,"Griffin, Mya",1968-06-13 00:00:00.000,"S","F",80000,0,0,"Bachelors","Management","0",1,2002-08-27 00:00:00.000,"Person","","United States","California"
4322,"Phillips, Blake",1947-05-04 00:00:00.000,"M","M",80000,5,0,"Bachelors","Management","1",2,2002-09-27 00:00:00.000,"Person","","United States","California"
4393,"Brown, Sydney",1954-08-19 00:00:00.000,"S","F",80000,2,0,"Partial High School","Skilled Manual","0",2,2003-12-13 00:00:00.000,"Person","","United States","California"
4400,"Murphy, Mackenzie",1954-08-01 00:00:00.000,"S","F",80000,2,0,"Partial High School","Skilled Manual","1",2,2002-12-14 00:00:00.000,"Person","","United States","California"
4569,"Hayes, Aaron",1958-01-11 00:00:00.000,"M","M",80000,1,0,"Partial College","Skilled Manual","1",1,2003-03-29 00:00:00.000,"Person","","United States","California"
4742,"Allen, Isabella",1942-10-11 00:00:00.000,"M","F",80000,5,0,"Bachelors","Management","1",2,2004-04-22 00:00:00.000,"Person","","United States","California"
4842,"Shan, Luis",1972-05-14 00:00:00.000,"S","M",80000,0,0,"Bachelors","Management","0",1,2003-04-15 00:00:00.000,"Person","","United States","California"
4845,"Brown, Megan",1968-12-25 00:00:00.000,"M","F",80000,0,0,"Bachelors","Management","1",1,2003-04-24 00:00:00.000,"Person","","United States","California"
4971,"Thompson, Samuel",1954-09-06 00:00:00.000,"S","M",80000,2,0,"Partial High School","Skilled Manual","0",2,2003-11-29 00:00:00.000,"Person","","United States","California"
5148,"Griffin, Nathan",1958-11-24 00:00:00.000,"M","M",80000,1,0,"Partial College","Skilled Manual","1",1,2004-04-28 00:00:00.000,"Person","","United States","California"
5149,"Walker, Karen",1958-03-26 00:00:00.000,"M","F",80000,1,0,"Partial College","Skilled Manual","1",1,2004-04-01 00:00:00.000,"Person","","United States","California"
5646,"Subram, Chelsea",1942-10-18 00:00:00.000,"M","F",80000,5,0,"Bachelors","Management","1",2,2004-04-12 00:00:00.000,"Person","","United States","California"
5873,"Taylor, Samuel",1954-02-27 00:00:00.000,"M","M",80000,2,0,"Partial High School","Skilled Manual","1",2,2004-04-18 00:00:00.000,"Person","","United States","California"
6268,"Stewart, Abigail",1958-04-21 00:00:00.000,"M","F",80000,1,0,"Partial College","Skilled Manual","1",1,2004-05-12 00:00:00.000,"Person","","United States","California"
6364,"Harris, Benjamin",1968-10-09 00:00:00.000,"M","M",80000,0,0,"Bachelors","Management","1",1,2004-05-18 00:00:00.000,"Person","","United States","California"
6365,"Perry, Ian",1968-02-11 00:00:00.000,"M","M",80000,0,0,"Bachelors","Management","0",1,2004-05-21 00:00:00.000,"Person","","United States","California"
6441,"Cox, Richard",1954-05-20 00:00:00.000,"S","M",80000,2,0,"Partial High School","Skilled Manual","0",2,2004-02-10 00:00:00.000,"Person","","United States","California"
6442,"Turner, Natalie",1954-11-12 00:00:00.000,"S","F",80000,2,0,"Partial High School","Skilled Manual","1",2,2004-05-19 00:00:00.000,"Person","","United States","California"
6518,"Williams, Daniel",1973-02-15 00:00:00.000,"S","M",80000,0,0,"Bachelors","Management","1",1,2004-05-26 00:00:00.000,"Person","","United States","California"
7233,"Edwards, Sophia",1958-08-15 00:00:00.000,"M","F",80000,1,0,"Partial College","Skilled Manual","1",1,2004-05-11 00:00:00.000,"Person","","United States","California"
7353,"Thomas, Noah",1972-11-22 00:00:00.000,"M","M",80000,0,0,"Bachelors","Management","1",1,2004-05-12 00:00:00.000,"Person","","United States","California"
7379,"Foster, Dalton",1956-04-13 00:00:00.000,"M","M",80000,3,0,"Partial College","Professional","0",2,2004-06-03 00:00:00.000,"Person","","United States","California"
7424,"Jones, Christian",1954-08-04 00:00:00.000,"S","M",80000,2,0,"Partial High School","Skilled Manual","0",2,2003-09-26 00:00:00.000,"Person","","United States","California"
7499,"Russell, Zachary",1973-07-18 00:00:00.000,"S","M",80000,0,0,"Bachelors","Management","1",1,2004-03-11 00:00:00.000,"Person","","United States","California"
7782,"Lewis, Hunter",1972-04-13 00:00:00.000,"S","M",80000,0,0,"Bachelors","Management","0",1,2004-06-28 00:00:00.000,"Person","","United States","California"
7783,"Reed, Patrick",1972-04-23 00:00:00.000,"M","M",80000,0,0,"Bachelors","Management","1",1,2004-06-20 00:00:00.000,"Person","","United States","California"
7852,"Cook, Dalton",1954-10-16 00:00:00.000,"M","M",80000,2,0,"Partial High School","Skilled Manual","0",2,2004-06-14 00:00:00.000,"Person","","United States","California"
7879,"Ramos, Mallory",1940-10-19 00:00:00.000,"M","F",80000,4,0,"Bachelors","Management","1",2,2004-06-03 00:00:00.000,"Person","","United States","California"
7975,"Rodriguez, James",1943-05-26 00:00:00.000,"M","M",80000,5,0,"Bachelors","Management","1",2,2003-08-29 00:00:00.000,"Person","","United States","California"
8708,"Cooper, Cole",1954-07-23 00:00:00.000,"M","M",80000,2,0,"Partial High School","Skilled Manual","1",2,2003-12-04 00:00:00.000,"Person","","United States","California"
8800,"Taylor, Austin",1973-06-17 00:00:00.000,"S","M",80000,0,0,"Bachelors","Management","1",1,2004-04-08 00:00:00.000,"Person","","United States","California"
8801,"White, Lauren",1973-03-13 00:00:00.000,"S","F",80000,0,0,"Bachelors","Management","0",1,2003-12-23 00:00:00.000,"Person","","United States","California"
9354,"Phillips, Allison",1954-10-16 00:00:00.000,"S","F",80000,2,0,"Partial High School","Skilled Manual","0",2,2003-10-21 00:00:00.000,"Person","","United States","California"
9369,"Jackson, Thomas",1954-09-05 00:00:00.000,"S","M",80000,2,0,"Partial High School","Skilled Manual","1",2,2003-11-07 00:00:00.000,"Person","","United States","California"
9393,"Ramirez, Destiny",1940-03-11 00:00:00.000,"M","F",80000,4,0,"Bachelors","Management","1",2,2004-04-30 00:00:00.000,"Person","","United States","California"
9394,"White, Kaitlyn",1940-03-13 00:00:00.000,"S","F",80000,4,0,"Bachelors","Management","1",2,2004-07-08 00:00:00.000,"Person","","United States","California"
9495,"Peterson, Jesse",1943-06-14 00:00:00.000,"M","M",80000,5,0,"Bachelors","Management","1",2,2003-09-05 00:00:00.000,"Person","","United States","California"
9496,"Wang, Wesley",1943-09-11 00:00:00.000,"M","M",80000,5,0,"Bachelors","Management","0",2,2003-12-20 00:00:00.000,"Person","","United States","California"
9639,"Collins, Thomas",1956-08-11 00:00:00.000,"S","M",80000,3,0,"Partial College","Professional","1",2,2004-02-13 00:00:00.000,"Person","","United States","California"
10269,"Lewis, Elizabeth",1968-06-14 00:00:00.000,"M","F",80000,0,0,"Bachelors","Management","1",1,2004-04-09 00:00:00.000,"Person","","United States","California"
10449,"Nelson, Jenna",1943-04-04 00:00:00.000,"M","F",80000,5,0,"Bachelors","Management","0",2,2003-07-24 00:00:00.000,"Person","","United States","California"
10450,"Raheem, Devon",1943-01-22 00:00:00.000,"M","M",80000,5,0,"Bachelors","Management","1",2,2003-11-20 00:00:00.000,"Person","","United States","California"
10576,"Foster, Justin",1956-08-15 00:00:00.000,"M","M",80000,3,0,"Partial College","Professional","0",2,2003-07-03 00:00:00.000,"Person","","United States","California"
10757,"Carter, Allison",1943-11-24 00:00:00.000,"M","F",80000,5,0,"Bachelors","Management","0",2,2003-09-02 00:00:00.000,"Person","","United States","California"
11045,"Young, Connor",1972-05-16 00:00:00.000,"S","M",80000,0,0,"Bachelors","Management","0",1,2003-10-13 00:00:00.000,"Person","","United States","California"
11140,"Pal, Jaime",1940-05-08 00:00:00.000,"M","M",80000,4,0,"Bachelors","Management","1",2,2003-11-13 00:00:00.000,"Person","","United States","California"
12000,"Hill, Jackson",1968-10-06 00:00:00.000,"M","M",80000,0,0,"Bachelors","Management","1",1,2004-02-02 00:00:00.000,"Person","","United States","California"
12350,"Johnson, Lauren",1973-06-20 00:00:00.000,"S","F",80000,0,0,"Bachelors","Management","0",1,2004-03-30 00:00:00.000,"Person","","United States","California"
12457,"Simmons, Aidan",1956-09-07 00:00:00.000,"M","M",80000,2,0,"Partial High School","Skilled Manual","1",2,2003-11-24 00:00:00.000,"Person","","United States","California"
12458,"Rivera, Nicole",1956-03-15 00:00:00.000,"S","F",80000,2,0,"Partial High School","Skilled Manual","0",2,2004-03-10 00:00:00.000,"Person","","United States","California"
12587,"Coleman, Madison",1972-06-21 00:00:00.000,"M","F",80000,0,0,"Bachelors","Management","1",1,2004-05-12 00:00:00.000,"Person","","United States","California"
12588,"Gonzalez, Hailey",1972-04-05 00:00:00.000,"S","F",80000,0,0,"Bachelors","Management","0",1,2004-05-30 00:00:00.000,"Person","","United States","California"
13523,"Perez, Alex",1968-09-09 00:00:00.000,"M","M",80000,0,0,"Bachelors","Management","0",1,2003-08-08 00:00:00.000,"Person","","United States","California"
13524,"Coleman, Mariah",1968-04-17 00:00:00.000,"M","F",80000,0,0,"Bachelors","Management","0",1,2003-08-11 00:00:00.000,"Person","","United States","California"
14061,"Martinez, Noah",1973-01-17 00:00:00.000,"S","M",80000,0,0,"Bachelors","Management","0",1,2003-11-11 00:00:00.000,"Person","","United States","California"
14152,"Washington, Jasmine",1956-05-11 00:00:00.000,"S","F",80000,2,0,"Partial High School","Skilled Manual","0",2,2004-05-05 00:00:00.000,"Person","","United States","California"
14168,"Hughes, Elijah",1956-11-13 00:00:00.000,"M","M",80000,3,0,"Partial College","Professional","0",1,2004-05-23 00:00:00.000,"Person","","United States","California"
14169,"Hernandez, Micheal",1955-04-25 00:00:00.000,"M","M",80000,2,0,"Partial High School","Skilled Manual","1",2,2004-02-24 00:00:00.000,"Person","","United States","California"
14287,"Powell, Zachary",1972-09-04 00:00:00.000,"S","M",80000,0,0,"Bachelors","Management","0",1,2003-12-12 00:00:00.000,"Person","","United States","California"
15013,"Bebbington, Mark",1958-08-16 00:00:00.000,"M","M",80000,1,0,"Partial College","Skilled Manual","1",1,2002-04-10 00:00:00.000,"Person","","United States","California"
15045,"Hughes, Gavin",1956-04-18 00:00:00.000,"S","M",80000,2,0,"Partial High School","Skilled Manual","0",2,2003-10-22 00:00:00.000,"Person","","United States","California"
15047,"Kumar, Kara",1956-05-18 00:00:00.000,"S","F",80000,2,0,"Partial High School","Skilled Manual","1",2,2004-04-06 00:00:00.000,"Person","","United States","California"
15072,"Henderson, Brittany",1955-07-08 00:00:00.000,"S","F",80000,2,0,"Partial High School","Skilled Manual","0",2,2003-10-24 00:00:00.000,"Person","","United States","California"
15073,"Zhang, Kelli",1955-07-05 00:00:00.000,"S","F",80000,2,0,"Partial High School","Skilled Manual","1",2,2004-06-10 00:00:00.000,"Person","","United States","California"
15202,"Watson, Dalton",1968-10-22 00:00:00.000,"S","M",80000,0,0,"Bachelors","Management","1",1,2002-07-13 00:00:00.000,"Person","","United States","California"
15533,"Barnes, Angela",1968-09-12 00:00:00.000,"S","F",80000,0,0,"Bachelors","Management","0",1,2002-11-25 00:00:00.000,"Person","","United States","California"
15678,"Johnson, William",1956-11-06 00:00:00.000,"M","M",80000,2,0,"Partial High School","Skilled Manual","1",2,2004-03-22 00:00:00.000,"Person","","United States","California"
15696,"Diaz, Jocelyn",1956-09-14 00:00:00.000,"M","F",80000,3,0,"Partial College","Professional","1",2,2003-01-05 00:00:00.000,"Person","","United States","California"
15710,"King, Mary",1955-07-12 00:00:00.000,"S","F",80000,2,0,"Partial High School","Skilled Manual","0",2,2004-04-12 00:00:00.000,"Person","","United States","California"
16450,"Cox, Bryan",1968-02-05 00:00:00.000,"S","M",80000,0,0,"Bachelors","Management","1",1,2003-05-02 00:00:00.000,"Person","","United States","California"
16522,"Foster, Gabriel",1973-10-19 00:00:00.000,"S","M",80000,0,0,"Bachelors","Management","0",1,2003-06-29 00:00:00.000,"Person","","United States","California"
16573,"Carter, Isaiah",1958-09-10 00:00:00.000,"M","M",80000,1,0,"Partial College","Skilled Manual","1",1,2003-06-12 00:00:00.000,"Person","","United States","California"
16574,"Lal, Hunter",1958-06-21 00:00:00.000,"M","M",80000,1,0,"Partial College","Skilled Manual","1",1,2003-06-08 00:00:00.000,"Person","","United States","California"
16575,"Hill, Madeline",1958-04-12 00:00:00.000,"M","F",80000,1,0,"Partial College","Skilled Manual","1",1,2003-06-20 00:00:00.000,"Person","","United States","California"
16610,"Alonso, Audrey",1956-11-04 00:00:00.000,"M","F",80000,2,0,"Partial High School","Skilled Manual","1",2,2004-01-03 00:00:00.000,"Person","","United States","California"
16611,"Washington, Jeremy",1956-02-25 00:00:00.000,"S","M",80000,2,0,"Partial High School","Skilled Manual","0",2,2003-11-19 00:00:00.000,"Person","","United States","California"
16624,"Jackson, Christian",1956-12-03 00:00:00.000,"S","M",80000,3,0,"Partial College","Professional","0",1,2001-07-14 00:00:00.000,"Person","","United States","California"
17071,"Morris, Ian",1968-04-10 00:00:00.000,"S","M",80000,0,0,"Bachelors","Management","1",1,2001-08-14 00:00:00.000,"Person","","United States","California"
17072,"Ross, Trevor",1968-07-13 00:00:00.000,"M","M",80000,0,0,"Bachelors","Management","0",1,2001-08-11 00:00:00.000,"Person","","United States","California"
17230,"Wilson, Samantha",1956-09-17 00:00:00.000,"S","F",80000,2,0,"Partial High School","Skilled Manual","0",2,2004-02-22 00:00:00.000,"Person","","United States","California"
17231,"Morgan, Stephanie",1956-09-27 00:00:00.000,"S","F",80000,2,0,"Partial High School","Skilled Manual","1",2,2003-11-24 00:00:00.000,"Person","","United States","California"
18206,"Long, David",1956-11-16 00:00:00.000,"M","M",80000,2,0,"Partial High School","Skilled Manual","1",2,2004-05-31 00:00:00.000,"Person","","United States","California"
18207,"Anderson, Nicholas",1956-08-23 00:00:00.000,"M","M",80000,2,0,"Partial High School","Skilled Manual","1",2,2003-10-20 00:00:00.000,"Person","","United States","California"
276,"Rai, Jenny",1934-01-18 00:00:00.000,"M","F",80000,4,0,"Graduate Degree","Management","1",2,2002-03-02 00:00:00.000,"Person","","United States","California"
321,"Hill, Morgan",1937-06-26 00:00:00.000,"M","F",80000,4,0,"Graduate Degree","Management","1",2,2003-12-17 00:00:00.000,"Person","","United States","California"
3502,"Prasad, Ruben",1938-05-13 00:00:00.000,"M","M",80000,4,0,"Graduate Degree","Management","1",2,2001-07-01 00:00:00.000,"Person","","United States","California"
4376,"Chande, Alisha",1934-09-15 00:00:00.000,"S","F",80000,4,0,"Graduate Degree","Management","1",2,2004-01-10 00:00:00.000,"Person","","United States","California"
5002,"Pal, Ricardo",1937-10-25 00:00:00.000,"M","M",80000,4,0,"Graduate Degree","Management","1",2,2003-09-09 00:00:00.000,"Person","","United States","California"
5908,"Hall, Sarah",1939-03-21 00:00:00.000,"S","F",80000,4,0,"Graduate Degree","Management","1",2,2004-04-27 00:00:00.000,"Person","","United States","California"
6408,"Bryant, Elizabeth",1934-08-12 00:00:00.000,"M","F",80000,4,0,"Graduate Degree","Management","1",2,2003-11-09 00:00:00.000,"Person","","United States","California"
6448,"Lewis, Sydney",1935-03-18 00:00:00.000,"M","F",80000,4,0,"Graduate Degree","Management","1",2,2003-08-08 00:00:00.000,"Person","","United States","California"
7435,"Stone, Clayton",1938-02-01 00:00:00.000,"M","M",80000,4,0,"Graduate Degree","Management","1",2,2004-06-29 00:00:00.000,"Person","","United States","California"
7437,"Johnson, Richard",1939-05-20 00:00:00.000,"M","M",80000,4,0,"Graduate Degree","Management","0",2,2004-06-15 00:00:00.000,"Person","","United States","California"
7878,"Hall, Evan",1940-07-06 00:00:00.000,"M","M",80000,4,0,"Graduate Degree","Management","1",2,2003-11-09 00:00:00.000,"Person","","United States","California"
8709,"Luo, April",1935-09-09 00:00:00.000,"M","F",80000,4,0,"Graduate Degree","Management","1",2,2003-12-12 00:00:00.000,"Person","","United States","California"
8732,"Allen, Jonathan",1938-06-21 00:00:00.000,"M","M",80000,4,0,"Graduate Degree","Management","1",2,2004-06-06 00:00:00.000,"Person","","United States","California"
11100,"Schmidt, Joel",1935-04-23 00:00:00.000,"M","M",80000,4,0,"Graduate Degree","Management","1",2,2003-11-14 00:00:00.000,"Person","","United States","California"
11137,"Evans, Devin",1939-11-14 00:00:00.000,"M","M",80000,4,0,"Graduate Degree","Management","1",2,2003-11-07 00:00:00.000,"Person","","United States","California"
11139,"Brooks, Alexandra",1940-09-11 00:00:00.000,"M","F",80000,4,0,"Graduate Degree","Management","1",2,2003-10-19 00:00:00.000,"Person","","United States","California"
11866,"Hall, Stephanie",1934-02-03 00:00:00.000,"M","F",80000,4,0,"Graduate Degree","Management","1",2,2004-04-04 00:00:00.000,"Person","","United States","California"
12501,"Garcia, Adriana",1936-06-06 00:00:00.000,"M","F",80000,4,0,"Graduate Degree","Management","1",2,2003-12-05 00:00:00.000,"Person","","United States","California"
13423,"Lal, Thomas",1935-09-01 00:00:00.000,"M","M",80000,4,0,"Graduate Degree","Management","1",2,2003-10-23 00:00:00.000,"Person","","United States","California"
16661,"Carlson, Gerald",1936-01-25 00:00:00.000,"M","M",80000,4,0,"Graduate Degree","Management","1",2,2004-06-26 00:00:00.000,"Person","","United States","California"
1439,"Rogers, Bailey",1955-10-19 00:00:00.000,"S","F",80000,5,0,"Graduate Degree","Skilled Manual","1",0,2002-06-11 00:00:00.000,"Person","","United States","California"
2732,"James, Jan",1955-04-18 00:00:00.000,"S","F",80000,5,0,"Graduate Degree","Skilled Manual","1",0,2004-07-26 00:00:00.000,"Person","","United States","California"
2750,"Alonso, Julio",1958-09-22 00:00:00.000,"M","M",80000,4,0,"Graduate Degree","Skilled Manual","1",0,2003-12-26 00:00:00.000,"Person","","United States","California"
2753,"Parker, Isabella",1958-03-12 00:00:00.000,"S","F",80000,4,0,"Graduate Degree","Skilled Manual","1",0,2004-02-15 00:00:00.000,"Person","","United States","California"
2754,"Nicholls, Rebecca",1958-03-02 00:00:00.000,"S","F",80000,4,0,"Graduate Degree","Skilled Manual","1",0,2004-07-31 00:00:00.000,"Person","","United States","California"
3759,"Long, Victoria",1958-05-26 00:00:00.000,"S","F",80000,4,0,"Graduate Degree","Skilled Manual","1",0,2003-11-05 00:00:00.000,"Person","","United States","California"
3760,"Davis, Madison",1958-03-12 00:00:00.000,"S","F",80000,4,0,"Graduate Degree","Skilled Manual","1",0,2004-07-14 00:00:00.000,"Person","","United States","California"
3762,"Kelly, Morgan",1958-09-25 00:00:00.000,"S","F",80000,4,0,"Graduate Degree","Skilled Manual","1",0,2003-08-07 00:00:00.000,"Person","","United States","California"
3763,"Perez, Adriana",1958-08-10 00:00:00.000,"S","F",80000,4,0,"Graduate Degree","Skilled Manual","1",0,2003-12-29 00:00:00.000,"Person","","United States","California"
3920,"Torres, Erik",1958-10-26 00:00:00.000,"M","M",80000,4,0,"Graduate Degree","Skilled Manual","1",0,2003-11-01 00:00:00.000,"Person","","United States","California"
5234,"King, Rebecca",1955-03-25 00:00:00.000,"S","F",80000,5,0,"Graduate Degree","Skilled Manual","1",0,2004-07-17 00:00:00.000,"Person","","United States","California"
5241,"Green, Madeline",1958-02-15 00:00:00.000,"S","F",80000,4,0,"Graduate Degree","Skilled Manual","1",0,2004-07-05 00:00:00.000,"Person","","United States","California"
5243,"Garcia, Megan",1958-02-24 00:00:00.000,"S","F",80000,4,0,"Graduate Degree","Skilled Manual","1",0,2003-12-25 00:00:00.000,"Person","","United States","California"
5245,"Kumar, Gregory",1958-12-19 00:00:00.000,"M","M",80000,4,0,"Graduate Degree","Skilled Manual","1",0,2004-04-16 00:00:00.000,"Person","","United States","California"
5246,"Griffin, Alexandra",1958-09-25 00:00:00.000,"S","F",80000,4,0,"Graduate Degree","Skilled Manual","1",0,2004-07-26 00:00:00.000,"Person","","United States","California"
5378,"Adams, Jordan",1958-09-25 00:00:00.000,"S","F",80000,4,0,"Graduate Degree","Skilled Manual","0",0,2003-08-27 00:00:00.000,"Person","","United States","California"
5380,"Jimenez, Marc",1958-09-25 00:00:00.000,"M","M",80000,4,0,"Graduate Degree","Skilled Manual","0",0,2004-06-05 00:00:00.000,"Person","","United States","California"
5384,"Kelly, Brian",1958-04-27 00:00:00.000,"S","M",80000,4,0,"Graduate Degree","Skilled Manual","1",0,2003-09-04 00:00:00.000,"Person","","United States","California"
6684,"Evans, Jenna",1958-01-17 00:00:00.000,"S","F",80000,4,0,"Graduate Degree","Skilled Manual","1",0,2003-09-09 00:00:00.000,"Person","","United States","California"
6685,"Gomez, Leslie",1958-07-05 00:00:00.000,"S","F",80000,4,0,"Graduate Degree","Skilled Manual","1",0,2004-05-20 00:00:00.000,"Person","","United States","California"
7672,"Kelly, Melanie",1958-10-13 00:00:00.000,"M","F",80000,5,0,"Graduate Degree","Skilled Manual","1",0,2003-09-09 00:00:00.000,"Person","","United States","California"
7673,"Lewis, Anthony",1958-10-07 00:00:00.000,"M","M",80000,5,0,"Graduate Degree","Skilled Manual","1",0,2004-02-23 00:00:00.000,"Person","","United States","California"
7674,"Green, James",1958-08-25 00:00:00.000,"M","M",80000,4,0,"Graduate Degree","Skilled Manual","0",0,2004-01-11 00:00:00.000,"Person","","United States","California"
8230,"Robinson, David",1958-08-23 00:00:00.000,"S","M",80000,5,0,"Graduate Degree","Skilled Manual","1",0,2004-04-29 00:00:00.000,"Person","","United States","California"
8231,"Moreno, Joy",1958-05-14 00:00:00.000,"M","F",80000,5,0,"Graduate Degree","Skilled Manual","1",0,2004-06-23 00:00:00.000,"Person","","United States","California"
8232,"Gill, Meghan",1958-04-15 00:00:00.000,"M","F",80000,5,0,"Graduate Degree","Skilled Manual","1",0,2003-12-30 00:00:00.000,"Person","","United States","California"
9113,"James, Shelby",1958-06-13 00:00:00.000,"S","F",80000,5,0,"Graduate Degree","Skilled Manual","1",0,2004-04-22 00:00:00.000,"Person","","United States","California"
